,Iteration,Time,Fitness,FEvals,Restarts,max_iters,current_restart
39,0,0.00011439999798312783,5.0,0.0,75,1024,0
40,1,0.0017536000232212245,5.0,1.0,75,1024,0
41,2,0.0027102999738417566,5.0,2.0,75,1024,0
42,3,0.003614799992647022,5.0,3.0,75,1024,0
43,4,0.003672800026834011,5.0,4.0,75,1024,0
44,5,0.004562099988106638,5.0,5.0,75,1024,0
45,6,0.004625400004442781,5.0,6.0,75,1024,0
46,7,0.004677899996750057,5.0,7.0,75,1024,0
47,8,0.004751299973577261,4.0,9.0,75,1024,0
48,9,0.0057274000137113035,4.0,10.0,75,1024,0
49,10,0.005788100010249764,4.0,11.0,75,1024,0
50,11,0.005840700003318489,4.0,12.0,75,1024,0
51,12,0.005891899985726923,4.0,13.0,75,1024,0
52,13,0.005942300020251423,4.0,14.0,75,1024,0
53,14,0.005992899998091161,4.0,15.0,75,1024,0
54,15,0.006043599976692349,4.0,16.0,75,1024,0
55,16,0.006094300013501197,4.0,17.0,75,1024,0
56,17,0.00703169999178499,4.0,18.0,75,1024,0
57,18,0.0071140999789349735,4.0,19.0,75,1024,0
58,19,0.0072345000226050615,4.0,20.0,75,1024,0
59,20,0.007341200020164251,4.0,21.0,75,1024,0
60,21,0.007472699973732233,4.0,22.0,75,1024,0
61,22,0.007617200026288629,3.0,24.0,75,1024,0
62,23,0.00773549999576062,3.0,25.0,75,1024,0
63,24,0.008017799991648644,2.0,27.0,75,1024,0
64,25,0.008150900015607476,2.0,28.0,75,1024,0
65,26,0.008295900013763458,2.0,29.0,75,1024,0
66,27,0.008386500005144626,2.0,30.0,75,1024,0
67,28,0.008460999990347773,2.0,31.0,75,1024,0
68,29,0.008598099986556917,1.0,33.0,75,1024,0
69,30,0.008720299985725433,1.0,34.0,75,1024,0
70,31,0.008858899993356317,1.0,35.0,75,1024,0
71,32,0.008953900018241256,1.0,36.0,75,1024,0
72,33,0.011507400020491332,1.0,37.0,75,1024,0
73,34,0.011654899979475886,1.0,38.0,75,1024,0
74,35,0.011783799971453846,1.0,39.0,75,1024,0
75,36,0.011913799971807748,1.0,40.0,75,1024,0
76,37,0.012042700021993369,1.0,41.0,75,1024,0
77,38,0.012264100019820035,0.0,43.0,75,1024,0
78,0,0.00011439999798312783,5.0,0.0,100,1024,0
79,1,0.0017536000232212245,5.0,1.0,100,1024,0
80,2,0.0027102999738417566,5.0,2.0,100,1024,0
81,3,0.003614799992647022,5.0,3.0,100,1024,0
82,4,0.003672800026834011,5.0,4.0,100,1024,0
83,5,0.004562099988106638,5.0,5.0,100,1024,0
84,6,0.004625400004442781,5.0,6.0,100,1024,0
85,7,0.004677899996750057,5.0,7.0,100,1024,0
86,8,0.004751299973577261,4.0,9.0,100,1024,0
87,9,0.0057274000137113035,4.0,10.0,100,1024,0
88,10,0.005788100010249764,4.0,11.0,100,1024,0
89,11,0.005840700003318489,4.0,12.0,100,1024,0
90,12,0.005891899985726923,4.0,13.0,100,1024,0
91,13,0.005942300020251423,4.0,14.0,100,1024,0
92,14,0.005992899998091161,4.0,15.0,100,1024,0
93,15,0.006043599976692349,4.0,16.0,100,1024,0
94,16,0.006094300013501197,4.0,17.0,100,1024,0
95,17,0.00703169999178499,4.0,18.0,100,1024,0
96,18,0.0071140999789349735,4.0,19.0,100,1024,0
97,19,0.0072345000226050615,4.0,20.0,100,1024,0
98,20,0.007341200020164251,4.0,21.0,100,1024,0
99,21,0.007472699973732233,4.0,22.0,100,1024,0
100,22,0.007617200026288629,3.0,24.0,100,1024,0
101,23,0.00773549999576062,3.0,25.0,100,1024,0
102,24,0.008017799991648644,2.0,27.0,100,1024,0
103,25,0.008150900015607476,2.0,28.0,100,1024,0
104,26,0.008295900013763458,2.0,29.0,100,1024,0
105,27,0.008386500005144626,2.0,30.0,100,1024,0
106,28,0.008460999990347773,2.0,31.0,100,1024,0
107,29,0.008598099986556917,1.0,33.0,100,1024,0
108,30,0.008720299985725433,1.0,34.0,100,1024,0
109,31,0.008858899993356317,1.0,35.0,100,1024,0
110,32,0.008953900018241256,1.0,36.0,100,1024,0
111,33,0.011507400020491332,1.0,37.0,100,1024,0
112,34,0.011654899979475886,1.0,38.0,100,1024,0
113,35,0.011783799971453846,1.0,39.0,100,1024,0
114,36,0.011913799971807748,1.0,40.0,100,1024,0
115,37,0.012042700021993369,1.0,41.0,100,1024,0
116,38,0.012264100019820035,0.0,43.0,100,1024,0
